damage_qty,location,erosion,coat_protection,laminate_vis_dry_dam,crack/bonding,lightning/impact,surface/deflector,hole,other[1_2],num_desc,continuous,out_hue_mode,out_sat_mode,out_brt_mode,coverage,asp_ratio,deg_avg,deg_mode,edge,edgelen_avg,edgelen_mode,sc_edge_ratio,sc_follow_turn,sc_reverse_turn,sc_small_turn,hue_avg,hue_mode,hue_range,hue_uni,sat_avg,sat_mode,sat_range,sat_uni,brt_avg,brt_mode,brt_range,brt_uni,hue_outin,sat_outin,brt_outin,size,windtex
5,41.0,3,2,0,0,0,0,0,0,3,1,8,4,9,6,9,10,11,154,7,8,13,-1,13,2,8,8,9,13,3,3,5,7,5,5,6,8,7,39,45,208.52749999999997,2.5
1,9.0,0,0,0,0,0,0,0,0,1,0,4,2,8,10,6,8,8,8,4,4,6,20,0,4,4,4,12,8,4,4,4,6,6,6,8,10,20,60,70,40.0754,0.4
6,28.0,2,0,0,0,0,0,0,0,1,1,12,2,6,8,11,10,12,45,7,8,13,1,10,2,10,12,6,8,2,2,6,8,5,5,6,8,12,18,38,228.27949999999998,1.0
3,40.0,0,2,0,0,0,0,0,0,1,1,5,2,6,5,6,10,12,134,8,8,13,3,11,4,6,6,12,14,3,3,6,8,4,4,7,9,13,25,30,106.2504,1.5
3,44.0,3,2,0,0,0,0,0,0,2,1,4,2,8,6,12,10,12,148,8,8,14,4,10,4,4,4,12,18,4,4,6,8,6,6,8,10,16,24,34,81.8446,1.5
1,9.0,0,0,0,0,0,0,0,0,1,0,4,2,8,6,8,8,8,12,4,2,6,8,6,4,4,4,12,10,2,2,6,8,6,4,6,8,16,36,64,16.0633,0.5
6,28.0,2,0,0,0,0,0,0,0,1,1,10,2,6,8,10,10,12,73,8,8,14,2,10,2,8,10,12,14,2,2,8,10,6,6,6,8,6,0,16,38.6854,1.0
1,30.0,0,0,3,0,0,0,0,0,1,0,6,2,6,4,11,9,12,74,7,7,13,5,9,5,6,6,8,10,2,2,3,5,6,6,7,9,8,9,27,1.5374,0.3
5,42.0,3,2,0,0,0,0,0,0,2,1,9,2,5,7,5,11,12,87,8,7,13,5,8,3,8,8,12,16,2,2,5,7,4,4,7,9,15,15,33,344.14279999999997,2.0
1,5.0,0,1,0,0,0,0,0,0,1,0,12,2,8,6,4,10,11,74,8,8,15,3,10,4,12,12,1,3,2,2,0,2,8,8,6,8,0,0,9,22.0084,0.3
1,36.0,0,1,1,0,0,0,0,0,2,0,12,2,8,4,10,10,8,96,8,8,14,4,10,4,12,12,0,2,4,4,8,10,6,6,8,10,2,34,48,0.0397,0.3
5,38.0,0,2,0,0,0,0,0,0,1,1,8,2,7,8,4,10,12,193,7,7,12,3,10,4,4,4,12,18,2,2,5,7,6,6,8,10,18,16,17,566.614,2.5
3,43.0,3,2,0,0,0,0,0,0,2,1,9,2,6,6,4,10,12,147,7,7,13,3,10,2,7,5,12,15,3,3,8,10,4,2,7,9,17,24,32,1905.5440999999998,1.5
5,30.0,3,0,0,0,0,0,0,0,1,1,12,2,10,6,6,10,12,78,6,6,12,1,12,3,11,12,6,8,2,2,8,10,4,4,5,7,7,8,60,820.9317,1.0
3,42.0,3,2,0,0,0,0,0,0,2,1,7,2,6,7,4,10,11,106,8,8,14,3,10,3,5,5,8,9,2,2,5,6,5,5,7,9,17,10,40,169.09140000000002,2.0
3,30.0,0,1,1,0,0,0,0,0,2,0,9,2,9,8,3,10,9,43,7,8,14,6,8,2,9,9,6,6,2,2,8,10,4,4,7,9,3,15,57,0.7574000000000001,0.4
5,32.0,3,2,0,0,0,0,0,0,2,1,11,2,8,8,5,10,12,83,7,8,12,2,11,2,7,6,8,10,2,2,4,5,6,6,6,8,17,5,39,184.5534,1.0
3,40.0,0,2,0,0,0,0,0,0,1,0,4,2,7,8,4,10,10,69,7,8,13,6,9,3,4,4,3,5,2,2,3,5,6,6,5,7,12,9,31,52.2596,1.5
3,40.0,3,2,0,0,0,0,0,0,2,1,10,2,7,5,5,10,11,110,6,6,12,3,10,4,9,7,12,14,2,2,8,9,4,4,6,8,13,14,33,40.332499999999996,1.5
3,35.0,0,1,1,0,0,0,0,0,2,0,10,2,7,7,4,10,10,54,7,7,12,6,9,3,10,9,2,4,2,2,7,8,4,4,6,8,3,16,59,2.2213,0.4
3,42.0,3,2,0,0,0,0,0,0,3,1,12,2,6,7,4,10,10,130,7,7,13,3,11,3,6,4,11,17,2,2,6,8,4,3,6,8,21,12,47,111.5647,2.0
2,42.8,0,0,0,1,0,0,0,0,1,1,10,2,8,5,5,10,12,78,6,7,12,3,9,4,4,4,12,17,3,2,8,10,6,5,8,10,23,38,77,269.4864,1.0
2,43.4,0,2,0,0,0,0,0,0,1,0,12,2,10,4,4,10,12,172,8,8,12,6,8,2,4,4,12,20,2,2,6,8,6,6,8,10,20,32,40,134.835,2.0
1,44.0,0,2,0,0,0,0,0,0,1,0,12,2,10,4,4,10,12,178,8,8,12,4,10,2,4,4,12,20,2,2,4,6,6,6,8,10,30,34,62,136.7542,0.0
1,37.1,1,0,0,0,0,0,0,0,1,1,12,2,10,7,4,10,11,61,7,7,11,5,9,2,6,4,12,18,2,2,3,5,6,5,8,10,15,11,58,86.4213,0.4
1,38.9,0,2,0,0,0,0,0,0,1,1,4,4,4,8,4,8,6,8,6,6,12,14,0,8,4,4,12,18,2,2,6,8,6,4,6,8,14,46,18,466.5902,1.5
1,38.2,0,2,0,0,0,0,0,0,1,1,12,4,4,6,6,10,12,32,6,6,10,6,8,2,4,4,12,18,2,2,4,6,6,6,8,10,30,14,40,107.53880000000001,1.5
3,37.2,0,2,0,0,0,0,0,0,1,0,11,2,8,4,6,10,12,131,8,8,14,4,10,4,4,4,12,15,4,4,8,10,4,4,6,8,17,29,54,40.3052,2.0
1,44.0,0,0,0,0,0,1,0,0,1,0,2,2,6,7,5,10,12,22,8,7,13,5,7,1,8,3,12,14,2,2,8,10,4,3,5,7,9,19,53,5.0011,0.5
2,38.4,0,2,0,0,0,0,0,0,1,0,12,2,10,6,6,10,12,80,6,8,10,2,10,2,6,4,12,18,2,2,4,6,4,4,4,6,18,14,51,27.8055,1.5
1,43.0,1,0,0,0,0,0,0,0,1,0,6,4,8,6,4,10,12,162,6,6,12,4,10,4,10,12,12,18,2,2,8,10,4,4,6,8,24,56,50,48.5678,1.5
1,44.0,0,2,0,0,0,0,0,0,1,1,6,2,4,6,4,10,12,42,6,6,12,10,6,2,10,10,12,18,2,2,8,10,6,4,8,10,22,34,36,37.1633,1.5
1,36.4,1,0,0,0,0,0,0,0,1,0,6,2,6,6,4,10,10,64,7,7,13,4,10,4,6,5,11,16,2,2,3,5,4,4,5,7,6,9,64,4.841,0.3
1,43.9,0,0,0,0,0,1,0,0,1,0,4,2,6,4,4,11,12,29,6,6,13,4,8,2,6,3,12,17,2,2,8,10,2,2,6,8,11,26,51,39.9534,0.5
1,44.0,0,2,0,0,0,0,0,0,1,0,4,4,4,8,4,10,12,40,8,8,14,2,10,0,4,4,12,8,2,2,4,6,4,4,4,6,4,34,20,1.6989,0.5
1,43.7,0,2,0,0,0,0,0,0,1,0,4,2,2,6,6,10,10,88,8,6,12,2,10,2,4,4,12,18,2,2,8,10,4,4,6,8,8,8,28,20.5056,0.5
1,44.0,0,0,0,0,0,1,0,0,1,0,7,2,6,4,4,12,12,52,7,8,13,2,10,2,9,9,12,18,2,2,8,10,2,2,5,7,12,15,54,34.3211,0.5
1,44.0,0,0,0,0,0,1,0,0,1,0,4,2,10,4,4,10,12,74,8,8,12,8,6,0,6,4,12,18,2,2,7,9,8,8,8,10,12,1,47,19.084400000000002,0.5
1,46.1,0,2,0,0,0,0,0,0,1,0,4,2,4,6,4,10,12,191,8,8,12,6,8,4,4,4,12,18,2,2,6,8,6,6,8,10,12,8,16,56.2656,1.5
1,48.3,0,2,0,0,0,0,0,0,1,0,10,3,7,5,5,10,12,28,7,8,12,9,5,4,8,14,9,11,3,3,3,5,5,5,4,6,11,5,42,1.5533000000000001,1.5
1,48.3,1,0,0,0,0,0,0,0,1,0,4,4,4,6,4,10,10,26,7,8,13,4,10,3,4,4,7,7,5,5,4,6,4,3,3,5,6,25,36,1.26,0.5
1,48.2,0,2,0,0,0,0,0,0,1,0,12,2,4,6,4,10,12,188,6,8,12,0,12,2,6,4,12,18,2,2,8,10,4,4,8,10,16,18,44,92.88,1.5
1,26.3,0,2,0,0,0,0,0,0,1,0,2,10,8,6,6,10,8,36,8,8,14,10,4,2,8,2,12,18,4,4,8,10,6,6,8,10,16,24,60,2.2574,0.5
1,29.8,0,2,0,0,0,0,0,0,1,1,18,10,8,6,6,10,12,22,8,8,14,10,4,2,10,18,12,20,4,4,8,10,6,6,6,8,18,50,68,7.3926,0.5
2,27.6,0,2,0,0,0,0,0,0,1,0,4,2,10,8,6,10,12,22,6,6,10,6,8,2,4,4,12,14,2,2,2,4,10,10,6,8,14,22,24,85.4512,1.0
1,30.0,0,2,0,0,0,0,0,0,1,1,2,4,8,6,6,10,12,22,8,8,14,8,4,2,8,4,12,18,2,2,2,4,8,6,6,8,26,66,22,8.0572,0.5
1,26.2,0,2,0,0,0,0,0,0,1,0,4,2,8,2,8,10,12,130,8,6,12,0,12,2,6,4,12,18,2,2,6,8,6,6,6,8,10,12,58,11.4388,0.5
1,30.2,0,2,0,0,0,0,0,0,1,0,2,2,8,4,4,10,10,52,8,8,12,2,10,4,6,4,12,18,2,2,2,4,6,6,4,6,14,26,66,2.1358,0.5
1,25.7,1,0,0,0,0,0,0,0,1,0,12,2,8,2,4,10,10,164,6,6,12,4,10,2,8,2,12,20,2,2,8,10,6,6,8,10,18,26,66,13.7571,0.2
1,28.0,0,0,0,1,0,0,0,0,1,0,2,2,8,2,4,10,12,20,8,6,12,2,10,4,6,2,10,8,4,4,6,8,8,8,6,8,14,46,12,0.7234,0.2
1,28.1,0,0,0,1,0,0,0,0,1,0,18,2,8,2,8,10,6,8,4,2,6,16,0,6,4,2,10,8,4,4,2,4,8,8,4,6,18,56,18,1.0502,0.2
3,29.2,0,0,0,1,0,0,0,0,1,0,4,2,8,2,16,12,12,36,6,6,12,-8,14,0,8,2,12,20,4,2,8,10,6,2,8,10,14,12,38,26.5617,3.0
1,31.4,1,0,0,0,0,0,0,0,1,0,12,2,6,7,5,10,9,30,7,7,13,6,9,0,12,12,12,12,2,2,3,5,4,4,4,6,13,9,64,1.0633,0.3
1,8.6,0,0,0,0,0,0,0,0,1,0,12,2,8,4,5,8,8,13,5,4,8,9,6,8,8,8,12,15,2,2,0,2,7,7,6,8,19,6,41,86.77769999999998,0.3
1,37.6,0,2,0,0,0,0,0,0,1,0,4,2,6,6,8,10,12,71,8,6,12,1,12,3,8,5,12,17,2,2,2,4,5,4,8,10,9,12,37,31.4934,2.0
2,12.1,0,0,0,0,0,0,0,0,1,0,12,2,10,3,5,8,7,11,5,4,9,5,9,10,6,4,11,12,2,2,0,2,7,7,6,8,20,1,45,55.8065,0.5
2,6.3,0,0,0,0,0,0,0,0,1,1,12,2,10,4,4,9,8,12,5,5,9,5,9,8,8,7,12,15,2,2,1,3,8,8,5,7,22,2,34,99.25999999999999,0.3
2,37.8,0,0,0,0,0,0,0,0,1,1,6,2,8,7,20,10,12,48,6,5,10,4,8,2,7,7,12,18,2,2,2,4,6,6,8,10,17,26,37,347.93,0.7
2,8.8,0,0,0,0,0,0,0,0,1,0,12,2,10,8,4,11,10,15,4,2,6,14,1,0,12,12,12,18,2,2,2,4,8,8,6,8,7,0,51,190.82,0.5
3,7.2,0,0,0,0,0,0,0,0,1,0,12,2,8,3,7,10,12,12,6,6,11,7,6,5,11,10,12,18,2,2,1,3,7,7,5,7,16,0,43,35.0133,0.5
2,43.2,1,0,0,0,0,0,0,0,1,0,4,2,10,6,6,10,12,341,8,8,14,4,10,4,8,4,12,18,2,2,6,8,6,6,8,10,6,0,22,44.3522,1.5
1,45.0,0,2,0,0,0,0,0,0,1,0,12,2,4,8,4,10,12,42,8,8,14,8,6,2,12,14,12,18,2,2,6,8,4,4,6,8,10,18,32,4.7822,1.5
1,44.6,0,2,0,0,0,0,0,0,1,0,12,2,6,6,4,10,12,164,6,8,12,4,10,2,12,12,12,18,2,2,4,6,6,6,8,10,10,2,20,101.1378,1.5
1,43.9,1,0,0,0,0,0,0,0,1,0,12,2,6,6,4,10,12,80,8,8,14,6,8,2,12,12,12,18,2,2,2,4,4,4,4,6,8,4,32,8.2544,1.5
1,45.0,0,2,0,0,0,0,0,0,1,0,12,2,4,6,4,10,12,136,8,8,12,2,12,2,12,12,12,18,4,4,8,10,4,4,4,6,6,20,18,55.0,1.5
2,32.7,1,0,0,0,0,0,0,0,1,1,12,2,6,6,4,10,12,148,6,8,12,2,12,2,12,12,11,16,4,4,7,9,4,4,7,9,9,9,69,105.3581,0.3
2,14.4,0,0,0,0,0,0,0,0,1,0,12,4,8,8,4,8,6,9,7,7,12,17,0,9,12,12,2,4,4,4,3,5,7,7,3,5,0,11,22,173.4491,0.3
1,24.7,1,0,0,0,0,0,0,0,1,1,12,2,10,6,4,10,10,146,6,6,12,4,10,2,14,14,12,18,2,2,8,10,4,2,8,10,20,27,63,38.82590000000001,0.3
2,37.9,0,0,0,1,0,0,0,0,1,0,4,2,8,2,16,12,12,118,6,6,12,0,12,0,6,4,12,18,2,2,0,2,4,4,6,8,16,28,64,5.925,1.0
3,43.4,0,2,0,0,0,0,0,0,1,0,4,2,6,6,4,10,11,57,8,8,12,5,8,3,4,4,10,14,2,2,6,8,5,5,7,9,5,14,26,41.4188,2.0
1,44.9,0,1,0,0,0,0,0,0,1,0,4,2,6,7,6,10,12,28,8,9,14,14,1,1,4,4,12,11,2,2,2,4,5,5,5,7,3,2,17,3.7545,0.3
1,45.0,0,2,0,0,0,0,0,0,1,0,4,2,4,6,4,10,12,78,8,7,13,3,11,2,5,4,12,15,2,2,4,6,4,4,7,9,9,9,34,7.949999999999999,1.5
3,44.4,0,2,0,0,0,0,0,0,1,0,4,2,6,6,4,10,11,121,7,8,13,1,11,3,4,4,11,15,2,2,4,6,5,6,7,9,5,7,24,53.4789,2.0
1,43.1,0,2,0,0,0,0,0,0,1,0,4,4,7,7,4,10,12,88,8,8,14,1,13,2,4,4,12,9,4,4,6,8,4,6,8,10,2,15,27,14.9022,1.5
6,39.4,0,0,0,1,0,0,0,0,1,0,12,2,8,2,12,12,12,140,6,6,12,-2,12,0,12,12,12,18,2,2,2,4,4,4,6,8,16,4,66,17.7014,2.0
1,42.6,0,2,0,0,0,0,0,0,1,0,4,2,4,8,4,10,9,48,8,6,14,1,13,2,4,4,11,8,2,2,4,6,4,4,4,6,3,10,15,8.0078,1.5
1,45.0,1,0,0,0,0,0,0,0,1,1,12,4,4,6,4,10,12,46,6,8,12,2,10,2,4,4,12,18,2,2,6,8,6,4,8,10,24,22,36,32.4378,0.3
3,44.8,0,2,0,0,0,0,0,0,1,0,12,4,4,6,4,10,12,298,8,8,12,2,10,2,4,4,12,18,2,2,4,6,4,4,8,10,20,41,22,126.85329999999999,2.0
5,43.8,0,2,0,0,0,0,0,0,1,1,8,3,8,6,4,10,12,254,8,8,13,3,11,5,4,4,12,18,2,2,5,7,6,5,8,10,12,26,27,256.84229999999997,2.5
2,11.5,0,0,0,1,0,0,0,0,1,0,12,2,8,2,12,10,12,386,6,8,12,4,8,2,12,12,12,18,2,2,4,6,6,6,8,10,8,0,42,10.2526,1.0
5,39.2,0,2,0,0,0,0,0,0,1,0,10,2,9,6,2,10,12,351,8,8,14,4,10,4,6,4,12,17,2,2,7,9,6,6,7,9,18,6,49,80.7965,2.0
1,44.4,1,0,0,0,0,0,0,0,1,1,4,2,8,6,5,10,12,202,7,7,13,4,10,4,4,4,12,18,2,2,8,10,5,4,8,10,9,29,35,147.6192,1.5
1,33.1,1,0,0,0,0,0,0,0,1,1,4,3,9,6,4,10,12,442,8,8,13,5,9,3,4,4,12,18,2,2,6,8,6,5,8,10,4,27,38,151.40449999999998,1.5
5,43.2,0,2,0,0,0,0,0,0,1,1,6,4,5,6,4,10,12,247,6,6,12,5,9,4,4,4,12,17,2,2,7,9,6,4,8,10,18,43,25,143.47019999999998,2.0
5,45.0,0,2,0,0,0,0,0,0,1,1,4,3,6,6,4,10,12,578,8,8,13,4,10,3,5,4,12,18,2,2,8,10,6,4,8,10,9,42,19,223.45999999999998,2.0
1,42.6,0,2,0,0,0,0,0,0,1,0,4,2,6,8,4,10,12,142,8,6,12,2,10,2,6,4,12,18,2,2,8,10,4,4,4,6,8,2,49,19.0567,2.0
1,10.7,0,0,0,1,0,0,0,0,1,0,12,2,10,2,12,12,12,78,8,6,12,0,12,0,6,4,12,14,2,2,0,2,8,8,6,8,20,0,58,12.0044,0.3
5,42.9,0,2,0,0,0,0,0,0,1,1,7,3,9,5,5,10,9,403,8,7,13,3,10,4,4,4,12,18,2,2,5,7,6,6,8,10,9,40,33,828.8545,3.0
1,10.6,0,0,0,1,0,0,0,0,1,0,12,2,10,2,8,10,12,202,6,6,12,2,10,2,10,12,12,18,2,2,4,6,8,8,8,10,14,0,32,14.6533,0.3
4,43.2,0,2,0,0,0,0,0,0,1,1,4,4,6,7,4,10,11,216,7,8,12,4,10,4,4,4,11,16,2,2,5,7,6,5,7,9,7,40,27,197.41119999999992,2.0
4,13.2,0,1,0,0,0,0,0,0,1,0,10,2,9,5,10,10,11,28,7,7,13,5,7,3,7,7,11,13,2,2,0,2,8,8,3,5,17,0,36,16.8532,0.3
1,0.0,0,0,0,0,0,1,0,0,1,0,10,2,6,6,6,6,6,8,4,4,4,20,0,10,10,12,12,18,2,2,4,6,4,6,6,8,10,4,14,124.28,0.1
5,42.8,0,2,0,0,0,0,0,0,1,1,4,3,8,5,5,10,10,158,8,8,14,5,9,4,6,6,10,15,2,2,3,5,4,4,7,9,13,23,45,216.23540000000003,2.0
1,0.0,0,0,0,0,0,1,0,0,1,0,12,4,7,5,9,6,6,8,2,2,3,20,0,10,12,12,5,7,4,4,8,10,7,8,8,10,2,6,22,325.2138,0.1
5,42.8,1,0,0,0,0,0,0,0,1,0,12,4,7,7,4,10,8,40,8,7,14,7,7,4,12,12,2,4,4,4,4,6,5,5,4,6,3,16,44,0.9266,1.5
5,40.2,0,2,0,0,0,0,0,0,1,1,5,3,8,6,4,10,12,214,8,6,13,4,10,3,10,12,12,17,2,2,5,7,6,6,8,10,18,23,47,85.42229999999999,2.0
1,0.0,0,0,0,0,0,1,0,0,1,0,12,4,6,6,8,8,6,8,4,4,4,20,0,10,12,12,12,16,4,4,8,10,6,8,6,8,0,6,24,125.8444,0.1
5,41.8,0,2,0,0,0,0,0,0,1,1,8,2,7,7,5,10,11,71,8,7,14,6,9,5,11,12,9,11,2,2,3,5,6,6,7,9,13,16,31,96.681,2.0
5,44.4,0,0,0,1,0,0,0,0,1,1,6,2,8,7,4,10,12,83,6,7,12,7,8,5,12,12,12,17,2,2,4,6,6,4,7,9,13,12,40,7.2433,2.0
5,43.0,0,2,0,0,0,0,0,0,1,1,9,3,6,6,5,10,12,87,7,8,13,4,9,4,10,12,12,17,2,2,4,6,5,4,7,9,13,30,39,431.5708,2.0
2,35.3,1,0,0,0,0,0,0,0,1,0,12,2,5,6,4,10,11,36,8,8,14,5,9,4,12,12,8,11,2,2,4,6,3,2,4,6,8,17,61,1.8111000000000002,0.3
5,41.6,0,2,0,0,0,0,0,0,1,1,10,2,8,8,4,10,12,539,7,8,12,4,10,2,8,9,12,17,2,2,4,6,5,4,7,9,11,11,36,199.46399999999997,3.0
5,42.2,0,2,0,0,0,0,0,0,1,0,5,4,6,6,4,10,12,288,8,8,14,4,10,4,10,12,12,17,2,2,6,8,6,4,8,10,20,44,29,92.048,2.0
1,44.7,0,1,0,0,0,0,0,0,1,0,12,2,6,2,4,10,12,32,8,8,14,4,8,2,12,12,2,4,2,2,2,4,6,6,2,4,6,4,0,0.5356,0.3
1,39.5,0,0,0,1,0,0,0,0,1,1,12,2,8,2,10,12,12,146,6,6,12,2,10,2,6,4,12,18,2,2,0,2,8,8,6,8,16,0,22,3.9978,0.1
5,42.7,0,2,0,0,0,0,0,0,1,0,6,6,8,6,4,10,12,186,6,8,12,2,10,2,4,4,12,18,2,2,8,10,6,8,8,10,22,53,28,40.7277,1.5
1,42.1,0,2,0,0,0,0,0,0,1,0,12,2,6,8,4,10,10,20,8,8,16,12,4,2,14,14,12,18,2,2,2,4,4,4,6,8,12,4,44,0.3878,0.1
1,44.5,0,0,0,0,0,1,0,0,1,0,12,2,4,8,4,10,11,18,8,8,15,14,3,0,12,12,12,17,3,3,6,8,3,3,3,5,11,21,47,1.9288000000000003,0.1
5,44.8,1,0,0,0,0,0,0,0,1,1,4,2,7,6,4,10,12,185,8,8,12,4,10,2,7,5,12,18,2,2,7,9,6,7,8,10,13,2,32,42.3244,2.0
1,0.0,0,0,0,0,0,1,0,0,1,0,4,2,6,8,4,8,6,8,8,8,18,20,0,10,8,4,12,18,2,2,2,4,6,6,6,8,8,8,34,17.42,0.1
1,0.0,0,0,0,0,0,1,0,0,1,0,4,2,2,6,6,8,8,8,4,4,4,20,0,10,10,12,12,18,2,2,4,6,6,6,6,8,8,12,34,81.4047,0.1
5,44.7,0,2,0,0,0,0,0,0,1,1,7,2,8,6,4,10,12,148,7,7,12,6,9,3,6,4,12,17,2,2,3,5,6,6,8,10,12,19,38,348.6736000000001,2.0
1,0.0,0,0,0,0,0,1,0,0,1,0,4,2,8,6,6,6,6,8,4,4,6,20,0,10,6,4,12,18,2,2,8,10,4,8,6,8,6,2,14,93.7733,0.1
5,41.7,0,2,0,0,0,0,0,0,1,1,4,3,5,6,3,10,11,75,7,6,12,3,10,4,5,4,8,11,3,3,7,9,4,4,5,7,5,18,44,27.8673,2.0
2,0.0,0,0,0,0,0,1,0,0,1,1,6,2,8,5,11,8,6,8,2,2,3,18,0,9,8,9,12,17,2,2,6,8,7,8,6,8,7,9,29,560.6875,0.2
1,0.0,0,0,0,0,0,1,0,0,1,1,6,2,6,5,8,9,11,8,6,6,11,9,5,4,6,6,12,15,2,2,6,8,6,5,6,8,5,9,42,334.1867,0.2
2,32.7,1,0,0,0,0,0,0,0,1,0,6,2,6,6,6,10,10,72,7,7,13,3,10,4,7,4,12,18,2,2,3,5,4,4,4,6,11,11,66,10.3412,0.3
1,39.9,0,2,0,0,0,0,0,0,1,0,4,4,6,6,6,10,12,77,6,8,12,2,12,2,4,4,12,16,4,4,7,9,6,4,8,10,4,16,27,40.5033,2.0
3,0.0,0,0,0,0,0,1,0,0,1,1,6,2,9,4,9,10,10,8,6,8,12,14,2,4,5,5,12,14,2,2,4,6,8,8,7,9,3,8,28,865.5398,0.3
5,40.2,0,2,0,0,0,0,0,0,1,0,4,4,6,6,4,10,9,159,6,8,12,4,10,4,4,4,6,8,4,4,7,9,6,4,6,8,10,22,23,122.19019999999999,2.0
5,43.5,0,2,0,0,0,0,0,0,1,1,4,2,4,6,4,10,10,166,7,7,12,4,11,4,4,4,9,12,3,3,5,7,5,5,6,8,12,9,24,283.0924,2.0
3,25.6,0,0,2,0,0,0,0,0,1,0,6,2,8,4,7,10,11,36,7,6,12,5,7,4,6,5,5,6,2,2,0,2,6,7,4,6,6,1,43,15.1563,2.0
1,39.4,0,0,0,1,0,0,0,0,1,1,4,2,8,2,10,12,12,14,8,8,14,6,8,2,4,4,12,12,2,2,6,8,4,4,6,8,8,6,52,12.8267,2.0
5,39.5,0,2,0,0,0,0,0,0,1,0,10,2,7,6,6,10,9,309,6,6,12,5,11,4,4,4,12,18,2,2,7,9,6,4,6,8,18,19,30,226.5027,2.0
1,11.6,0,1,0,0,0,0,0,0,1,1,8,2,7,7,7,9,6,8,6,4,8,16,0,6,6,6,12,18,2,2,1,3,6,6,5,7,7,0,30,176.0269,0.3
1,33.4,1,0,0,0,0,0,0,0,1,0,4,2,10,6,4,10,10,311,8,8,12,4,10,4,4,4,12,18,2,2,8,10,4,6,8,10,16,6,48,60.72220000000001,1.0
3,38.4,0,2,0,0,0,0,0,0,1,1,8,3,9,6,4,10,11,103,8,8,13,6,8,4,4,4,11,16,2,2,7,9,5,5,8,10,14,12,36,321.3856,1.0
