damage_qty,location,erosion,coat_protection,laminate_vis_dry_dam,crack/bonding,lightning/impact,surface/deflector,hole,other[1_2],num_desc,continuous,out_hue_mode,out_sat_mode,out_brt_mode,coverage,asp_ratio,deg_avg,deg_mode,edge,edgelen_avg,edgelen_mode,sc_edge_ratio,sc_follow_turn,sc_reverse_turn,sc_small_turn,hue_avg,hue_mode,hue_range,hue_uni,sat_avg,sat_mode,sat_range,sat_uni,brt_avg,brt_mode,brt_range,brt_uni,hue_outin,sat_outin,brt_outin,size,windtex
1,0.0,0,0,0,0,0,1,0,0,1,1,7,2,9,5,11,9,9,8,4,3,5,15,1,7,9,8,12,17,2,2,2,4,8,8,7,9,11,2,34,688.3906,0.3
1,13.7,0,0,0,1,0,0,0,0,1,0,7,2,8,2,14,12,12,27,6,8,12,-4,12,2,8,9,4,4,2,2,0,2,8,8,4,6,5,0,4,2.9333,0.3
3,43.1,0,2,0,0,0,0,0,0,1,1,4,2,4,6,4,10,12,292,6,6,12,4,10,4,4,4,12,17,2,2,7,9,6,6,8,10,10,22,28,75.78089999999999,2.0
5,44.8,0,2,0,0,0,0,0,0,1,1,5,3,7,6,5,10,9,190,6,7,12,4,10,2,4,4,12,12,2,2,6,8,6,6,8,10,14,45,22,229.009,2.0
1,0.0,0,0,0,0,0,1,0,0,1,0,4,2,8,8,4,8,8,8,8,8,14,20,0,10,8,4,12,18,2,2,2,4,8,8,8,10,6,6,30,33.9175,0.2
2,39.9,0,2,0,0,0,0,0,0,1,0,4,2,7,6,3,10,11,68,7,6,13,1,12,1,4,4,12,15,2,2,4,6,4,4,6,8,5,20,49,5.9267,2.0
1,43.3,1,0,0,0,0,0,0,0,1,0,4,2,8,8,4,10,12,394,8,8,12,2,10,4,6,4,12,18,2,2,6,8,6,8,8,10,6,4,24,84.5344,2.0
1,17.0,1,0,0,0,0,0,0,0,1,0,12,2,8,9,17,10,9,8,7,5,11,11,0,7,14,14,0,2,2,2,0,2,9,9,1,3,15,3,20,26.1334,1.0
3,23.0,0,0,3,0,0,0,0,0,1,1,18,2,8,6,61,11,12,84,6,5,10,8,7,4,12,12,11,9,3,2,5,7,6,4,4,6,14,13,42,575.9601,2.5
3,25.0,1,0,0,0,0,0,0,0,1,0,14,2,8,4,22,10,12,72,6,5,12,5,9,6,8,2,12,12,2,2,2,4,6,6,4,6,25,8,39,523.5245,2.5
3,25.0,1,0,0,0,0,0,0,0,1,0,14,2,8,4,44,10,14,53,6,5,9,9,5,4,14,17,11,7,2,2,2,4,6,6,6,8,18,8,57,395.4844,2.5
1,25.0,0,0,3,0,0,0,0,0,1,0,4,2,8,6,2,10,10,16,8,8,14,16,0,0,14,14,2,4,2,2,4,6,8,8,4,6,28,26,22,0.9439,2.5
3,18.0,1,0,0,0,0,0,0,0,1,0,14,2,10,6,16,11,11,39,6,6,11,6,7,2,10,5,11,9,2,2,1,3,8,8,3,5,20,3,46,3.43,2.0
3,25.0,1,0,0,0,0,0,0,0,1,1,14,2,8,2,46,10,8,270,6,8,12,6,8,6,14,14,6,8,2,2,2,4,6,8,6,8,14,4,46,391.6068,2.0
3,23.0,1,0,0,0,0,0,0,0,1,1,14,2,8,2,52,10,12,120,6,2,8,2,10,4,14,14,4,6,2,2,0,2,6,8,4,6,10,0,28,399.6585,2.0
3,25.0,1,0,0,0,0,0,0,0,1,1,12,2,6,2,27,12,12,129,6,4,12,4,8,2,14,14,11,10,2,2,2,4,4,4,4,6,17,0,59,717.7955999999999,3.0
3,20.0,0,2,0,0,0,0,0,0,1,1,12,4,8,2,14,10,12,382,6,6,12,2,12,4,8,12,12,14,2,2,4,6,6,6,6,8,24,62,24,861.5451,1.5
2,25.0,1,0,0,0,0,0,0,0,1,1,12,2,8,2,16,10,12,90,6,6,12,-4,14,2,4,4,12,16,4,4,8,10,4,4,6,8,30,64,60,635.2234,1.5
2,39.0,1,0,0,0,0,0,0,0,1,0,4,2,9,6,33,11,12,60,7,7,13,5,9,3,4,4,3,5,2,2,4,6,9,10,7,9,15,10,24,71.807,1.5
1,10.0,0,0,0,1,0,0,0,0,1,0,2,2,10,2,4,12,12,108,8,8,14,2,10,0,4,2,12,6,2,2,0,2,10,10,2,4,8,0,21,4.4404,0.5
2,36.0,1,0,0,0,0,0,0,0,1,0,4,2,8,5,45,10,9,122,6,6,11,5,9,3,4,4,0,2,4,4,4,6,8,10,6,8,16,41,14,102.1947,2.0
2,20.0,0,0,0,1,0,0,0,0,1,0,6,2,6,4,18,10,12,49,8,6,12,0,12,4,4,4,2,4,2,2,4,6,4,6,6,8,12,4,40,14.256599999999999,4.0
2,39.0,1,0,0,0,0,0,0,0,1,0,12,4,4,7,56,11,12,16,6,7,11,12,4,4,10,12,10,12,2,2,1,3,4,4,3,5,13,48,30,157.5655,1.0
2,39.0,1,0,0,0,0,0,0,0,1,1,10,2,4,6,23,10,12,176,7,7,12,3,11,3,4,4,12,15,3,4,6,8,4,4,3,5,20,36,15,608.2004000000001,3.0
2,30.0,1,0,0,0,0,0,0,0,1,0,4,2,7,5,12,10,9,77,6,5,12,9,7,7,4,4,0,2,3,3,2,4,7,8,5,7,14,24,22,29.951300000000003,1.0
2,30.0,1,0,0,0,0,0,0,0,1,0,12,2,8,6,40,12,12,76,6,5,11,7,7,3,5,4,12,16,2,2,1,3,6,6,5,7,22,10,30,200.5094,1.0
2,39.0,0,0,0,1,0,0,0,0,1,0,4,2,10,4,22,12,12,92,6,8,12,4,8,2,4,4,0,2,4,4,4,6,10,10,4,6,16,50,34,27.2334,3.0
3,39.0,1,0,0,0,0,0,0,0,1,0,4,2,7,6,36,11,12,98,6,7,11,1,11,2,4,4,10,11,4,4,5,7,7,8,7,9,13,28,41,198.2287,3.0
3,39.0,1,0,0,0,0,0,0,0,1,0,10,2,8,3,40,11,12,91,6,6,11,0,12,1,4,4,2,4,3,3,3,5,8,8,5,7,21,25,17,214.3615,3.0
1,25.0,1,0,0,0,0,0,0,0,1,1,12,2,8,7,28,10,9,46,6,7,12,7,7,3,9,8,10,14,2,2,1,3,6,6,7,9,11,18,42,662.5818,1.0
1,20.0,1,0,0,0,0,0,0,0,1,0,12,2,8,8,14,10,12,18,6,4,10,4,8,4,6,4,12,12,2,2,0,2,6,6,4,6,22,6,48,28.8974,0.5
1,25.0,1,0,0,0,0,0,0,0,1,0,12,2,8,7,15,10,10,41,7,7,12,3,10,4,12,12,6,8,2,2,0,2,6,6,5,7,5,11,27,136.5124,1.0
1,25.0,1,0,0,0,0,0,0,0,1,0,12,2,8,7,23,10,9,39,6,7,11,8,6,4,12,12,4,6,2,2,0,2,6,6,3,5,10,2,37,260.6659,1.0
2,25.0,1,0,0,0,0,0,0,0,1,0,12,2,8,5,36,11,10,53,6,5,10,8,7,4,9,8,12,17,2,2,1,3,6,6,4,6,12,37,23,267.5577,1.0
2,25.0,1,0,0,0,0,0,0,0,1,0,12,2,8,9,12,9,8,12,6,4,10,11,4,9,12,11,1,3,2,2,1,3,6,6,2,4,4,7,37,38.1342,1.0
1,25.0,0,0,0,0,1,0,0,0,1,0,6,2,8,10,4,10,8,8,6,4,10,16,0,10,12,14,8,10,4,2,4,6,6,6,6,8,16,16,48,2.9487,0.5
1,25.0,1,0,0,0,0,0,0,0,1,0,12,2,7,9,32,10,12,9,7,6,10,10,2,5,9,11,7,8,2,2,0,2,6,6,4,6,15,11,27,70.3041,1.0
2,25.0,1,0,0,0,0,0,0,0,1,0,12,2,2,4,30,10,12,44,6,4,8,0,12,2,10,12,12,16,2,2,8,10,2,2,4,6,4,22,30,251.1899,1.0
4,25.0,1,0,0,0,0,0,0,0,1,0,12,2,7,7,22,10,11,19,6,8,12,3,8,3,11,11,4,6,2,2,3,5,5,5,4,6,7,15,24,444.7311,2.0
3,25.0,1,0,0,0,0,0,0,0,1,0,12,4,6,8,86,12,12,24,6,6,12,4,8,0,14,12,12,16,2,2,2,4,4,4,4,6,16,60,40,1183.9432,1.5
2,25.0,1,0,0,0,0,0,0,0,1,0,12,4,6,6,32,10,12,70,6,4,10,6,8,4,10,12,12,14,2,2,2,4,4,4,4,6,4,54,36,224.6231,1.0
1,25.0,1,0,0,0,0,0,0,0,1,0,6,2,4,6,8,10,10,42,8,8,12,6,10,4,6,4,12,18,4,2,8,10,4,4,6,8,8,8,22,84.3331,1.0
3,25.0,1,0,0,0,0,0,0,0,1,0,6,2,4,6,52,12,12,40,6,4,10,-2,12,2,8,6,12,18,2,2,8,8,6,6,6,8,8,24,38,428.1527,1.5
1,25.0,1,0,0,0,0,0,0,0,1,0,12,2,6,8,13,8,8,19,4,4,6,8,7,8,10,11,6,8,2,2,2,4,4,6,3,5,15,28,29,65.44669999999999,1.0
2,25.0,1,0,0,0,0,0,0,0,1,0,9,2,6,6,9,9,8,16,6,5,8,8,6,7,9,8,9,11,2,2,5,6,5,5,5,7,11,22,32,243.37060000000002,1.0
1,16.0,0,0,0,1,0,0,0,0,1,0,12,2,9,6,21,9,8,13,5,5,6,9,5,8,12,13,4,5,2,2,0,2,8,8,2,4,8,4,30,72.4635,1.0
1,25.0,0,0,0,0,1,0,0,0,1,0,6,2,4,4,10,8,12,28,6,4,12,6,8,8,10,10,6,8,2,2,6,8,6,6,8,10,22,34,32,14.2876,4.0
3,25.0,1,0,0,0,0,0,0,0,1,1,11,2,6,9,10,9,9,12,6,6,10,9,5,8,8,4,12,14,2,2,3,5,4,5,5,7,20,18,27,617.0952,1.5
1,0.0,0,0,0,0,1,0,0,0,1,0,12,2,10,6,10,10,12,17,7,7,11,0,11,4,12,12,0,2,2,2,0,2,9,10,3,5,0,0,20,79.8214,1.0
1,22.0,0,0,0,1,0,0,0,0,1,0,12,2,8,6,10,10,12,10,6,4,8,10,0,6,12,12,8,10,2,2,4,6,6,6,4,6,8,8,10,9.6321,1.0
3,25.0,1,0,0,0,0,0,0,0,1,0,12,2,10,10,64,12,12,18,6,8,12,8,6,0,12,12,8,10,2,2,2,4,6,6,6,8,8,0,58,1410.1365,1.5
1,25.0,1,0,0,0,0,0,0,0,1,0,12,2,8,8,26,12,12,18,8,6,12,4,8,2,12,14,12,18,2,2,2,4,6,6,4,6,18,4,34,485.757,1.0
3,25.0,1,0,0,0,0,0,0,0,1,0,12,2,4,6,103,10,12,60,6,6,8,4,8,2,6,6,12,17,2,2,8,10,4,4,6,8,15,14,26,818.6989000000001,1.5
1,25.0,1,0,0,0,0,0,0,0,1,0,12,2,8,6,12,10,12,44,8,8,12,0,12,4,10,18,12,18,4,4,8,10,4,4,6,8,18,30,54,106.8358,1.0
3,25.0,1,0,0,0,0,0,0,0,1,1,12,2,8,6,40,10,11,34,6,6,10,9,5,6,11,11,5,7,2,2,0,2,8,8,4,6,12,10,35,272.8108,1.5
1,25.0,1,0,0,0,0,0,0,0,1,0,12,3,7,7,20,10,12,11,6,5,11,3,7,5,14,15,9,11,4,2,4,6,5,5,5,7,21,16,34,101.5842,1.0
1,25.0,1,0,0,0,0,0,0,0,1,0,12,2,8,6,12,10,8,38,6,6,10,8,6,6,8,4,12,18,4,2,6,8,6,6,6,8,12,16,28,61.5115,1.0
1,25.0,1,0,0,0,0,0,0,0,1,0,12,4,8,4,32,11,12,25,6,6,12,3,9,1,12,12,8,10,3,3,3,5,6,6,4,6,5,17,47,1087.1407,3.0
1,25.0,0,0,0,0,1,0,0,0,1,0,12,2,6,4,4,8,8,48,8,8,14,6,10,8,12,12,12,14,2,2,2,4,6,6,4,6,12,0,28,14.4255,1.0
3,25.0,1,0,0,0,0,0,0,0,1,0,12,2,6,6,35,10,12,19,6,6,8,-1,11,2,8,12,7,9,2,2,4,6,6,4,7,9,21,12,40,156.89749999999998,3.0
4,25.0,1,0,0,0,0,0,0,0,1,0,12,2,7,7,15,10,12,25,6,6,11,7,6,3,9,5,11,15,4,3,6,8,5,5,5,7,19,15,31,478.02969999999993,2.0
3,25.0,1,0,0,0,0,0,0,0,1,0,12,4,6,2,19,12,12,33,6,6,12,-2,10,0,10,12,12,19,2,2,6,8,6,6,6,8,17,20,31,760.3421,3.0
2,25.0,1,0,0,0,0,0,0,0,1,0,12,2,6,8,41,10,12,9,6,4,10,13,1,5,14,14,2,4,3,2,2,4,4,4,4,6,17,5,64,121.4869,1.0
1,25.0,1,0,0,0,0,0,0,0,1,0,6,2,6,6,12,10,12,20,6,4,12,2,10,2,8,6,8,10,2,2,4,6,4,2,4,6,8,8,68,64.1407,1.0
2,44.0,1,0,0,0,0,0,0,0,1,0,2,2,6,3,23,12,12,23,6,8,10,-2,10,2,4,4,12,11,2,2,2,4,4,4,4,6,15,7,28,149.8779,1.0
3,22.0,1,0,0,0,0,0,0,0,1,0,12,2,8,8,15,10,11,12,6,6,10,9,4,7,10,10,4,5,2,2,0,2,7,7,3,5,16,0,24,10.0342,3.0
3,44.0,1,0,0,0,0,0,0,0,1,0,12,2,4,5,25,11,12,69,7,7,12,6,9,3,8,9,12,15,2,2,2,4,5,4,4,6,17,7,24,111.0107,3.0
2,43.0,1,0,0,0,0,0,0,0,1,1,2,2,8,2,20,12,12,8,6,8,12,10,4,2,4,4,12,10,2,2,4,6,6,6,4,6,30,8,48,222.8501,1.0
2,43.0,1,0,0,0,0,0,0,0,1,1,12,2,6,3,28,12,12,14,6,4,12,-5,11,2,8,4,12,17,2,2,5,7,4,4,6,8,22,11,73,157.2407,1.0
2,43.0,1,0,0,0,0,0,0,0,1,0,12,2,4,2,28,12,12,28,6,4,10,4,8,2,4,6,8,10,2,2,2,4,4,4,4,6,30,2,36,74.7994,1.0
2,44.0,1,0,0,0,0,0,0,0,1,0,12,2,10,2,18,12,12,14,6,6,10,6,6,2,4,4,12,18,2,2,4,6,4,4,6,8,32,6,44,84.8353,1.0
2,43.0,1,0,0,0,0,0,0,0,1,1,12,2,10,2,22,12,12,22,6,6,10,6,6,2,6,6,12,12,2,2,4,6,4,4,8,10,28,16,54,177.9485,1.0
2,43.0,1,0,0,0,0,0,0,0,1,1,12,2,4,4,44,12,12,10,6,8,12,8,4,2,4,4,12,16,2,2,4,6,4,4,2,4,28,24,38,132.5446,1.0
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,4,24,12,12,10,6,8,12,10,4,3,14,14,12,8,2,2,4,6,6,6,4,6,18,2,44,642.8691,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,6,8,28,11,11,14,6,5,9,6,6,3,12,12,2,4,2,2,2,4,6,6,3,5,11,16,26,764.5867000000001,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,6,54,12,12,104,6,8,12,2,10,0,12,12,12,16,2,2,6,8,6,6,6,8,14,8,58,3975.1111,1.5
3,39.0,1,0,0,0,0,0,0,0,1,1,12,2,8,4,64,8,6,14,4,2,4,10,6,8,14,14,12,12,2,2,4,6,6,6,4,6,20,2,58,2070.4444,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,6,74,12,12,12,6,8,10,4,8,4,12,12,12,10,2,2,4,6,6,6,4,6,12,4,50,1297.7778,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,6,60,12,12,18,6,4,10,2,8,0,14,14,6,8,2,2,2,4,6,6,6,8,16,4,54,1335.1111,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,4,48,12,12,8,6,8,12,6,6,2,16,18,12,14,2,2,2,4,6,6,4,6,22,30,64,1982.0988,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,4,40,12,12,12,6,6,12,4,8,2,14,14,6,8,2,2,0,2,6,6,4,6,22,8,66,1002.6667,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,4,6,2,32,12,12,18,6,4,8,2,10,2,14,14,12,18,2,2,6,8,4,4,4,6,16,38,60,2655.6602,1.5
3,36.0,1,0,0,0,0,0,0,0,1,1,12,4,6,4,28,12,12,41,6,7,11,-4,13,2,14,14,8,10,2,2,3,5,5,6,3,5,17,43,31,3840.7743,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,14,2,10,6,22,11,12,12,6,7,9,4,7,4,13,14,6,5,2,2,0,2,7,8,3,5,12,0,42,733.7576,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,10,5,35,12,12,32,6,4,10,4,8,3,12,12,11,12,2,2,2,4,8,8,2,4,13,13,50,806.9116,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,4,28,10,12,8,6,4,8,10,4,4,14,12,6,8,2,2,2,4,6,6,2,4,14,6,54,1114.2855000000002,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,4,54,12,12,40,6,8,10,-2,12,2,14,14,12,16,2,2,2,4,6,6,4,6,20,22,44,2100.6331,1.5
3,26.0,1,0,0,0,0,0,0,0,1,1,12,2,6,5,39,11,12,39,6,5,10,1,9,1,13,14,12,16,2,2,3,5,6,6,4,6,22,23,34,1865.1284,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,4,70,12,12,22,6,8,10,4,8,2,14,14,12,10,2,2,2,4,6,6,4,6,20,12,50,1381.7901,1.5
2,39.0,1,0,0,0,0,0,0,0,1,0,14,2,8,4,26,12,12,8,8,8,14,-2,10,2,14,14,12,14,2,2,2,4,6,6,4,6,20,4,62,1276.4523,1.0
3,39.0,1,0,0,0,0,0,0,0,1,0,14,2,8,6,40,12,12,14,8,8,12,-2,10,2,12,14,12,12,2,2,4,6,6,6,4,6,18,8,46,1391.04,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,14,2,8,8,54,12,12,24,6,6,10,4,8,2,12,14,12,12,2,2,4,6,6,6,6,8,14,4,48,1269.9437,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,14,2,10,2,22,12,12,12,6,6,10,0,8,2,14,14,2,4,2,2,2,4,6,6,4,6,6,4,48,1695.1565,1.5
3,39.0,1,0,0,0,0,0,0,0,1,1,14,2,8,6,96,12,12,100,6,4,10,2,10,0,8,4,12,16,2,2,4,6,6,6,6,8,20,6,52,1176.4622,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,2,32,10,12,8,4,2,6,10,2,4,14,14,12,10,2,2,0,2,6,8,4,6,18,0,34,2123.6849,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,14,2,8,4,26,12,12,8,8,8,12,4,8,2,12,16,12,10,2,2,4,6,6,6,4,6,24,12,60,1219.3462,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,6,54,12,12,26,6,4,10,8,6,2,14,14,4,6,2,2,0,2,6,6,4,6,18,2,68,1775.6489,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,4,32,12,12,48,6,8,10,0,10,0,12,14,12,12,2,2,4,6,6,8,6,8,20,4,38,1857.6,1.5
3,36.0,1,0,0,0,0,0,0,0,1,0,13,2,8,6,19,11,12,40,6,6,12,4,8,2,14,14,8,9,2,2,1,3,8,8,7,9,16,1,14,2793.6000000000004,1.5
2,39.0,1,0,0,0,0,0,0,0,1,0,12,2,10,8,14,10,9,21,5,4,8,4,8,3,12,10,6,9,2,2,1,3,8,8,3,5,20,6,43,970.9541,1.0
2,39.0,1,0,0,0,0,0,0,0,1,0,14,2,10,8,24,12,12,24,6,8,12,10,4,2,8,4,12,14,2,2,0,2,10,10,4,6,22,0,6,567.8933,1.0
2,39.0,1,0,0,0,0,0,0,0,1,0,14,2,8,8,24,10,12,13,6,7,12,4,7,4,14,14,12,9,2,2,0,2,8,8,2,4,12,0,20,289.2484,1.0
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,10,6,27,12,12,61,6,4,8,0,10,0,12,18,12,16,2,2,2,4,8,8,6,8,24,4,39,938.6667,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,4,30,10,12,42,6,8,10,-4,14,2,14,14,12,12,2,2,2,4,8,8,6,8,14,0,30,1353.4677,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,12,2,8,4,34,10,8,40,4,4,6,-2,12,4,10,4,12,12,2,2,4,6,6,6,4,6,26,18,52,1347.7728,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,14,2,8,6,72,10,12,60,6,4,9,1,11,3,14,14,6,8,2,2,0,2,8,8,4,6,11,0,36,2537.9891000000002,1.5
3,39.0,1,0,0,0,0,0,0,0,1,0,14,2,8,5,18,10,12,22,6,4,8,2,10,4,12,9,8,8,2,2,2,4,6,6,5,7,18,2,40,800.9384,1.5
0,52.0,0,0,0,0,1,0,0,0,1,0,12,2,10,8,4,12,12,28,8,10,16,18,0,0,12,12,6,8,2,2,0,2,10,10,4,6,8,0,4,34.4836,0.5
1,51.0,1,0,0,0,0,0,0,0,1,0,14,2,4,6,4,10,8,70,8,6,14,2,12,2,8,12,12,18,2,2,2,4,6,4,8,10,14,4,16,114.0854,0.5
1,52.0,1,0,0,0,0,0,0,0,1,0,14,2,10,6,4,10,12,40,8,8,14,6,8,0,14,14,4,6,2,2,0,2,8,10,4,6,6,10,18,65.0662,0.5
1,53.0,0,0,0,0,0,0,0,0,1,0,12,2,10,8,10,10,10,18,6,8,12,2,10,2,12,12,2,4,4,4,4,6,6,6,4,6,6,48,74,34.4957,0.5
1,51.0,0,0,0,0,0,0,0,0,1,0,12,2,6,6,8,10,12,30,8,8,12,8,6,2,12,12,2,4,4,2,6,8,4,4,4,6,12,36,58,168.0037,0.5
1,51.0,0,0,0,0,0,0,0,0,1,0,12,2,6,8,6,10,12,16,8,10,16,4,8,2,12,12,2,4,2,2,4,6,4,4,4,6,4,34,66,14.9092,0.5
3,53.0,0,0,0,0,0,0,0,0,1,0,12,2,8,4,4,10,12,62,6,8,12,4,10,4,12,14,2,4,4,4,6,8,4,4,6,8,8,52,54,156.9525,3.0
1,52.0,0,0,0,0,0,0,0,0,1,0,12,2,6,6,6,10,12,18,8,6,12,6,8,2,12,12,4,6,4,4,4,6,2,2,2,4,4,40,60,32.1172,0.5
1,53.0,1,0,0,0,0,0,0,0,1,0,12,2,6,6,6,10,12,68,6,8,12,8,8,4,16,18,12,12,2,2,0,2,6,6,6,8,16,16,20,96.2164,1.0
1,47.0,1,0,0,0,0,0,0,0,1,0,14,2,8,4,4,10,10,68,8,6,14,6,8,4,16,18,12,10,2,2,0,2,8,8,2,4,20,0,4,205.3532,1.0
3,54.0,1,0,0,0,0,0,0,0,1,1,12,2,10,2,4,10,12,8,6,6,10,12,2,4,12,14,12,18,2,2,4,6,6,4,8,10,16,20,30,3216.304,1.5
1,54.0,1,0,0,0,0,0,0,0,1,0,14,2,10,4,4,10,12,70,6,6,10,2,12,2,14,14,6,8,2,2,0,2,8,10,6,8,14,14,30,47.4192,0.5
1,49.0,0,0,0,0,0,0,0,0,1,0,14,2,4,4,4,10,12,22,6,6,8,10,6,2,14,14,2,4,2,2,2,4,4,4,4,6,10,12,28,98.2109,0.5
1,19.0,1,0,0,0,0,0,0,0,1,0,12,2,6,3,5,10,12,31,6,4,10,2,9,2,12,12,4,6,2,2,3,5,4,4,4,6,5,11,57,66.7283,0.5
1,31.0,0,0,0,0,1,0,0,0,1,0,12,2,6,8,4,10,10,30,8,8,16,8,8,2,4,4,8,10,4,2,6,8,6,6,2,4,30,52,34,4.6343,0.5
1,54.0,1,0,0,0,0,0,0,0,1,0,14,2,10,8,4,10,12,32,8,8,14,8,6,0,14,14,2,4,2,2,0,2,8,10,6,8,8,0,24,217.8046,0.5
1,54.0,1,0,0,0,0,0,0,0,1,0,14,2,10,6,4,10,10,46,8,8,14,4,10,0,10,4,12,18,2,2,2,4,8,8,6,8,14,2,24,226.5604,0.5
1,54.0,0,0,0,0,1,0,0,0,1,0,14,2,6,6,4,10,12,22,6,6,12,12,4,0,14,14,0,2,2,2,0,2,4,4,2,4,6,0,42,4.6797,0.5
1,54.0,0,0,0,0,1,0,0,0,1,0,14,2,8,6,4,10,12,24,8,8,12,2,12,4,14,14,0,2,2,2,0,2,6,6,4,6,0,0,66,5.1439,0.5
1,52.0,0,0,0,0,1,0,0,0,1,0,14,2,8,8,2,10,8,14,6,4,10,10,6,6,10,16,12,10,2,2,0,2,8,8,2,4,18,0,8,12.8893,0.5
